消防栓编号,施工地址或工程编号,工程编号,安装日期,所属公司,消防栓口径,样式,本点号,地面高程,横坐标,纵坐标,管理单位,所属区县,录入人员,录入时间,目前状况,备注,设备类别,关键字,设备类型,埋设深度,管顶高程,材质,所在道路
109, ,,,,50,,J7046415236,2.431,511878.328,2549523.304,,禅城区,,,, ,XHS,5731293,消防栓,0,2.431, ,文沙南路田边村93号门口                                      
295, ,,,,100,,J7086334989,4.169,509872.126,2550186.989,,禅城区,,,, ,XHS,5731349,消防栓,0,4.169, ,佛山火车站服装批发市场门口                                  
579, ,,,,100,,J70063982521,5.18,511394.693,2548635.144,,禅城区,,,, ,XHS,5731723,消防栓,0,5.18, ,福禄路银花总汇对面                                          
860, ,,,,100,,J67363246,5.168,509782.546,2543241.001,,禅城区,,,, ,XHS,5731861,消防栓,0,5.168, ,澜石二马路澜石加油站侧                                      
939, ,,,,100,,J68862463,4.299,507730.373,2546280.746,,禅城区,,,, ,XHS,5731914,消防栓,0,4.299, ,石湾区青柯街石湾金龙陶瓷办公楼下                            
1556, ,,1998/11/25,,0,,Jt11740,0,511304.301,2544866.403,,禅城区,,,,消防栓,XHS,5732477, ,0,2.15, ,                                                            
1572, ,,1998/5/3,,0,,Jbq17233,0,513809.414,2543730.602,,禅城区,,,,消防栓,XHS,5732525, ,0,2.4, ,                                                            
1615, ,,2001/6/28,,0,,Jzq09922,0,511719.388,2547707.307,,禅城区,,,,消防栓,XHS,5732544, ,0,2.52, ,                                                            
1688, ,,1999/9/10,,0,,Jbq04214,0,513623.498,2545047.597,,禅城区,,,, ,XHS,5732587, ,0,2.23, ,                                                            
1665, ,,2001/11/21,,0,,Jls05615,0,513718.71,2543330.333,,禅城区,,,,消防栓,XHS,5732645, ,0,2.33, ,                                                            
1593, ,,2001/7/26,,0,,Jdf17632,0,505523.455,2548068.551,,禅城区,,,,消防栓,XHS,5732661, ,0,3.12, ,                                                            
1831, ,,2002/1/30,,0,,Jbq13122,0,512791.072,2544120.608,,禅城区,,,,消防栓,XHS,5732718, ,0,2.46, ,                                                            
1820, ,,2002/1/30,,0,,Jdq13346,0,512568.431,2546015.28,,禅城区,,,,消防栓,XHS,5732784, ,0,2.3, ,                                                            
1751, ,,1998/10/12,,0,,Jt01245,0,510111.378,2546820.265,,禅城区,,,, 消防栓,XHS,5732801, ,0,1.98, ,                                                            
103, ,,,,100,,J682593J12,3.68,499908.14,2545053.04,,南庄区,,,,,XHS,5938106,消防栓,-1,4.68, ,                                                            
119, ,,,,100,,J683590J207,3.18,499155.81,2545207.5,,南庄区,,,,,XHS,5938107,消防栓,-1,4.18, ,                                                            
14, ,,,,100,,J683594J59,3.475,500779.994,2545085.986,,南庄区,,,,,XHS,5938108,消防栓,-0.75,4.225, ,                                                            
40, ,,,,100,,J672610J4,5.191,504179.906,2543053.22,,南庄区,,,,,XHS,5938109,消防栓,-0.8,5.991, ,                                                            
215, ,,,,100,,J659597J40,4.534,501101.444,2540329.49,,南庄区,,,,,XHS,5938112,消防栓,-0.7,5.234, ,                                                            
258, ,,,,100,,J655603J99,4.521,502741.293,2539189.587,,南庄区,,,,,XHS,5938113,消防栓,-0.7,5.221, ,                                                            
275, ,,,,100,,J655603J362,3.057,502319.367,2538847.321,,南庄区,,,,,XHS,5938114,消防栓,-0.7,3.757, ,                                                            
282, ,,,,100,,J655603J471,3.622,502737.212,2537884.935,,南庄区,,,,,XHS,5938115,消防栓,-0.7,4.322, ,                                                            
307, ,,,,100,,J655603J836,3.574,503067.072,2537487.283,,南庄区,,,,,XHS,5938117,消防栓,-0.7,4.274, ,                                                            
242, ,,,,100,,J653597J38,4.65,501140.25,2541180.7,,南庄区,,,,,XHS,5938118,消防栓,-0.7,5.35, ,                                                            
168, ,,,,100,,J663610J225,3.26,504222.82,2541268.72,,南庄区,,,,,XHS,5938119,消防栓,-1,4.26, ,                                                            
365, ,,,,100,,J684602J53,3.2,501911.01,2545308.23,,南庄区,,,,,XHS,5938120,消防栓,-0.8,4, ,                                                            
390, ,,,,100,,J685602J182,5,502342.3,2545711.74,,南庄区,,,,,XHS,5938121,消防栓,-0.75,5.75, ,                                                            
448, ,,,,100,,J6665922J725,3.956,499901.19,2541581.668,,南庄区,,,,,XHS,5938123,消防栓,-0.7,4.656, ,                                                            
460,N2007-南庄-0184,,,,100,,JN2007NZ0184GX8,3.485,507177.987,2542895.956,,南庄区,,,,,XHS,5938124,消防栓,-0.7,4.185, ,                                                            
515,N2009-基建-0007,,,,100,,JN2009JJ0007GX36,3.27,498763.3,2545639.42,,南庄区,,,,,XHS,5938125,消防栓,-0.75,4.02, ,                                                            
548,N2007-NZ-0425,,,,100,,JN2007-NZ-0425GX167,1.936,503268.607,2544787.39,,南庄区,,,,,XHS,5938126,消防栓,-0.66,2.596,铸铁,                                                            
579,N2011-NZ-0005,,,,100,,JN2011-NZ-0005GX302,0.797,500488.227,2544712.891,,南庄区,,,,,XHS,5938128,消防栓,-0.75,1.547,铸铁,                                                            
2397, ,,2005/1/6,,100,,J2004SP0247G21,0,506021.156,2550232.805,,禅城区,,,, ,XHS,5733831,消防栓,0,2.82, ,                                                            
2398, ,,2005/1/6,,100,,J2004SP0247G42,0,506141.541,2550244.069,,禅城区,,,, ,XHS,5733832,消防栓,0,2.72, ,                                                            
227, ,,,,100,,J660597J68,4.671,501013.378,2540514.313,,南庄区,,,,,XHS,5937783,消防栓,-0.7,5.371, ,                                                            
228, ,,,,100,,J660597J83,4.599,500968.693,2540613.169,,南庄区,,,,,XHS,5937784,消防栓,-0.7,5.299, ,                                                            
254, ,,,,100,,J655603J47,3.984,502992.718,2539635.293,,南庄区,,,,,XHS,5937785,消防栓,-0.7,4.684, ,                                                            
255, ,,,,100,,J655603J58,4.569,503026.852,2539494.503,,南庄区,,,,,XHS,5937786,消防栓,-0.7,5.269, ,                                                            
257, ,,,,100,,J655603J86B,3.951,502887.302,2539190.016,,南庄区,,,,,XHS,5937788,消防栓,-0.8,4.751, ,                                                            
259, ,,,,100,,J655603J119,4.255,502539.415,2539171.592,,南庄区,,,,,XHS,5937789,消防栓,-0.7,4.955, ,                                                            
260, ,,,,100,,J655603J136,3.607,502586.067,2539485.132,,南庄区,,,,,XHS,5937790,消防栓,-0.7,4.307, ,                                                            
261, ,,,,100,,J655603J147,4.038,502604.537,2539295.07,,南庄区,,,,,XHS,5937791,消防栓,-0.7,4.738, ,                                                            
262, ,,,,100,,J655603J157,3.559,502422.004,2539150.297,,南庄区,,,,,XHS,5937792,消防栓,-0.7,4.259, ,                                                            
265, ,,,,100,,J655603J219,3.669,502636.241,2538957.821,,南庄区,,,,,XHS,5937794,消防栓,-0.7,4.369, ,                                                            
266, ,,,,100,,J655603J254,3.66,502647.472,2538841.955,,南庄区,,,,,XHS,5937795,消防栓,-0.7,4.36, ,                                                            
267, ,,,,100,,J655603J262,3.67,502658.032,2538722.977,,南庄区,,,,,XHS,5937796,消防栓,-0.7,4.37, ,                                                            
268, ,,,,100,,J655603J279,2.913,502669.623,2538601.341,,南庄区,,,,,XHS,5937797,消防栓,-0.7,3.613, ,                                                            
270, ,,,,100,,J655603J303,4.244,502579.767,2538449.755,,南庄区,,,,,XHS,5937799,消防栓,-0.7,4.944, ,                                                            
271, ,,,,100,,J655603J317,3.259,502472.576,2538430.522,,南庄区,,,,,XHS,5937800,消防栓,-0.7,3.959, ,                                                            
272, ,,,,100,,J655603J330,3.322,502370.843,2538437.603,,南庄区,,,,,XHS,5937801,消防栓,-0.7,4.022, ,                                                            
273, ,,,,100,,J655603J338,3.09,502351.748,2538589.29,,南庄区,,,,,XHS,5937802,消防栓,-0.7,3.79, ,                                                            
870, ,,,,100,,J67762494574,7.371,507816.991,2544053.408,,禅城区,,,, ,XHS,5731870,消防栓,0,7.371, ,建国路坚宏市政工程公司门口                                  
1807, ,,2001/8/16,,0,,Jdq02248,0,512443.906,2548728.721,,禅城区,,,, 消防栓,XHS,5732771, ,0,2.29, ,                                                            
1813, ,,2001/8/16,,0,,Jdq05929,0,512583.121,2547234.847,,禅城区,,,,消防栓,XHS,5732777, ,0,2.47, ,                                                            
1818, ,,2001/8/16,,0,,Jdq10529,0,512600.923,2546541.501,,禅城区,,,,消防栓,XHS,5732782, ,0,2.45, ,                                                            
2131, ,,2003/5/26,,0,,Jt132122,0,509903.659,2544414.103,,禅城区,,,,消防栓,XHS,5734037, ,0,2.48, ,                                                            
2132, ,,2003/6/23,,0,,Jt14989,0,511817.157,2544171.778,,禅城区,,,,消防栓,XHS,5734038, ,0,1.38, ,                                                            
2058, ,,,,100,,J2004SW0004GX53,2.998,510040.764,2544817.826,,禅城区,,,, ,XHS,5732921,消防栓,-1,3.998, ,                                                            
1926, ,,,,0,,Jsw09750,0,508155.341,2546121.843,,禅城区,,,,消防栓,XHS,5732976, ,0,3.42, ,                                                            
665, ,,,,100,,J703633A2600,3.593,509972.266,2549296.272,,禅城区,,,, ,XHS,5731686,消防栓,0,3.593, ,表后                                                        
1395, ,,,,100,,J689644J0014,1.965,512869.208,2546531.148,,禅城区,,,, ,XHS,5733017,消防栓,0,1.97, ,忠义路珠江砂轮厂大门对面                                    
46, ,,,,100,,J69964217124,3.63,512127.054,2548503.405,,禅城区,,,, ,XHS,5732980,消防栓,0,3.63, ,市东下路桂园2座之一东侧                                     
2550, ,,,,100,,J2005JJ0116GX31,2.18,511726.745,2546563.027,,禅城区,,,, ,XHS,5733346,消防栓,-0.7,2.93, ,                                                            
2551, ,,,,100,,J2005JJ0116GX215,2.47,511683.257,2546461.739,,禅城区,,,, ,XHS,5733347,消防栓,-0.7,3.17, ,                                                            
2853,2006-0258,,2006/9/20,,100,,J2006-0258GX82,1.617,511340.972,2551517.834,,禅城区,,,, ,XHS,5733348,消防栓,-0.7,2.317, ,                                                            
2854,2006-0258,,2006/9/20,,100,,J2006-0258GX145,1.818,511433.001,2551536.12,,禅城区,,,, ,XHS,5733349,消防栓,-0.7,2.518, ,                                                            
2856,2006-0258,,2006/9/20,,100,,J2006-0258GX268,1.99,511354.538,2551499.095,,禅城区,,,, ,XHS,5733351,消防栓,-0.7,2.69, ,                                                            
2857,2006-0258,,2006/9/20,,100,,J2006-0258GX315,2.08,511437.243,2551515.614,,禅城区,,,, ,XHS,5733352,消防栓,-0.7,2.78, ,                                                            
2858,2006-0258,,2006/9/20,,100,,J2006-0258GX447,1.98,511451.966,2551474.764,,禅城区,,,, ,XHS,5733353,消防栓,-0.7,2.68, ,                                                            
2859,2006-0258,,2006/9/20,,100,,J2006-0258GX788,2.04,511345.026,2551453.035,,禅城区,,,, ,XHS,5733354,消防栓,-0.7,2.74, ,                                                            
2860,2006-0258,,2006/9/20,,100,,J2006-0258GX979,2,511273.35,2551438.013,,禅城区,,,, ,XHS,5733355,消防栓,-0.7,2.7, ,                                                            
2863,2006-0561,,2007/3/16,,63,,J2006-0561GX1393,1.85,508316.658,2550579.292,,禅城区,,,, ,XHS,5733357,消防栓,-0.75,2.6, ,                                                            
2864,2006-0561,,2007/3/16,,100,,J2006-0561G1644,1.61,508437.802,2550628.231,,禅城区,,,, ,XHS,5733358,弯头,-0.7,2.31, ,                                                            
2866,2006-0561,,2007/3/16,,100,,J2006-0561GX1808,2.44,508428.291,2550718.73,,禅城区,,,, ,XHS,5733360,消防栓,-0.7,3.14, ,                                                            
2867,2006-0867,,2007/2/1,,100,,J2006-0867GX5,3.994,505205.104,2550238.311,,禅城区,,,, ,XHS,5733361,消防栓,-0.7,4.694, ,                                                            
2399, ,,2005/1/6,,100,,J2004SP0247G62,0,506239.166,2550244.861,,禅城区,,,, ,XHS,5733833,消防栓,0,2.63, ,                                                            
2400, ,,2005/1/6,,100,,J2004SP0247G82,0,506362.19,2550246.04,,禅城区,,,, ,XHS,5733834,消防栓,0,2.76, ,                                                            
2404, ,,2005/4/1,,100,,J2004JJ0095G53,0,510847.929,2549584.02,,禅城区,,,, ,XHS,5733836,消防栓,0,3.77, ,                                                            
2405, ,,2005/4/1,,100,,J2004JJ0095G90,0,511028.732,2549529.59,,禅城区,,,, ,XHS,5733837,消防栓,0,3.94, ,                                                            
2406, ,,2005/4/1,,100,,J2004JJ0095G125,0,511234.42,2549457.637,,禅城区,,,, ,XHS,5733838,消防栓,0,3.5, ,                                                            
2407, ,,2005/4/1,,100,,J2004JJ0095G190,0,511520.243,2549414.856,,禅城区,,,, ,XHS,5733839,消防栓,0,3.96, ,                                                            
2408, ,,2005/7/19,,100,,J2004JJ0160G48,0,512272.885,2549502.729,,禅城区,,,, ,XHS,5733840,消防栓,0,4.19, ,                                                            
2410, ,,2005/7/19,,100,,J2004JJ0160G97,0,512490.356,2549586.315,,禅城区,,,, ,XHS,5733842,消防栓,0,4.12, ,                                                            
2411, ,,2005/7/19,,100,,J2004JJ0160G149,0,512674.25,2549656.466,,禅城区,,,, ,XHS,5733843,消防栓,0,4, ,                                                            
2412, ,,2005/7/19,,100,,J2004JJ0160G181,0,512789.382,2549699.583,,禅城区,,,, ,XHS,5733844,消防栓,0,3.85, ,                                                            
2413, ,,2005/8/8,,100,,J2004JJ0195G16,0,508376.364,2544577.22,,禅城区,,,, ,XHS,5733845,消防栓,0,7.85, ,                                                            
2719,2006-基建-0075,,2006/9/18,,100,,J2006JJ75GX1079,1.91,512576.271,2550719.632,,禅城区,,,, ,XHS,5733846,消防栓,-0.7,2.61, ,                                                            
2721,2006-基建-0075,,2006/9/18,,100,,J2006JJ75GX1676,1.692,512318.215,2550610.271,,禅城区,,,, ,XHS,5733848,消防栓,-0.6,2.292, ,                                                            
2723,2007-维修-028,,2007/5/30,,100,,J2007W028GX4,6.28,508894.698,2546618.896,,禅城区,,,, ,XHS,5733849,消防栓,-0.7,6.98, ,                                                            
2724,2007-维修-031,,2007/6/4,,100,,J2007W031GX4,5.14,508058.904,2545793.785,,禅城区,,,, ,XHS,5733850,消防栓,-0.6,5.74, ,                                                            
2725,2007-维修-014,,2007/6/27,,100,,J2007W014GX4,2.744,511342.869,2546962.061,,禅城区,,,, ,XHS,5733851,消防栓,-0.7,3.444, ,                                                            
2726,2007-维修-014,,2007/6/27,,100,,J2007W014GX10,2.451,511310.934,2546929.157,,禅城区,,,, ,XHS,5733852,消防栓,-0.7,3.151, ,                                                            
2728,2007-维修-030,,2007/3/24,,100,,J2007W030GX5,4.213,510434.628,2543792.101,,禅城区,,,, ,XHS,5733854,消防栓,-0.75,4.963, ,                                                            
2729,2007-维修-033,,2007/5/19,,100,,J2007W033GX3,2.28,512575.257,2545095.268,,禅城区,,,, ,XHS,5733855,消防栓,-0.75,3.03, ,                                                            
1739, ,,1996/1/5,,0,,Jt16814,0,511476.191,2543768.032,,禅城区,,,,消防栓,XHS,5732789, ,0,3.03, ,                                                            
2482, ,,2006/4/26,,100,,J2004JJ0140G285,0,499720.629,2545116.783,,禅城区,,,, ,XHS,5733128,消防栓,0,2.51, ,                                                            
2488, ,,2006/4/26,,100,,J2004JJ0140G380,0,500244.264,2545046.764,,禅城区,,,, ,XHS,5733134,消防栓,0,2.29, ,                                                            
2797,2007-维修-0069,,2007/9/12,,100,,J2007W0069GX4,4.277,509188.441,2546783.911,,禅城区,,,, ,XHS,5733140,消防栓,-0.7,4.977, ,                                                            
2804,2006-0673,,2006/12/22,,100,,J2006-0673GX17,3.05,509114.073,2542645.969,,禅城区,,,, ,XHS,5733146,消防栓,-0.7,3.75, ,                                                            
2303, ,,,,50,,J715641JX326,2.667,511999.546,2551736.791,,禅城区,,,, ,XHS,5733545,消防栓,-1,3.667, ,                                                            
2613, ,,,,100,,J2006W069GX5,3.408,507313.481,2547341.466,,禅城区,,,, ,XHS,5733551,消防栓,-1,4.408, ,                                                            
2619, ,,,,100,,J2006W055GX4,3.088,510190.399,2546118.833,,禅城区,,,, ,XHS,5733557,消防栓,-0.8,3.888, ,                                                            
2625, ,,,,100,,J2006W078GX3,2.305,510388.895,2547495.321,,禅城区,,,, ,XHS,5733563,消防栓,-1,3.305, ,                                                            
2633, ,,,,100,,J2006W042GX3,2.738,511004.592,2546174.065,,禅城区,,,, ,XHS,5733569,消防栓,-1,3.738, ,                                                            
1322, ,,,,100,,J679641J0012,2.886,511946.022,2544475.716,,禅城区,,,, ,XHS,5732386,消防栓,-0.92,3.81, ,大福南路永红村永红北街一巷1号对面马路边                     
1750, ,,1996/6/7,,0,,Jt02334,0,510249.762,2546568.779,,禅城区,,,,消防栓,XHS,5732800, ,0,1.92, ,                                                            
1756, ,,2002/6/20,,0,,Jbq03859,0,512504.306,2545015.606,,禅城区,,,,消防栓,XHS,5732806, ,0,2.21, ,                                                            
1895, ,,,,100,,J2003SP169GX404,3.375,511017.187,2549408.794,,禅城区,,,, ,XHS,5732812,消防栓,-0.7,4.075, ,                                                            
2755,2007-维修-051,,2007/9/12,,100,,J2007W051GX5,3.71,510650.335,2545121.044,,禅城区,,,, ,XHS,5733934,消防栓,-1,4.71, ,                                                            
2756,2007-维修-048,,2007/9/12,,100,,J2007W048GX5,3.76,510635.831,2544669.223,,禅城区,,,, ,XHS,5733935,消防栓,-0.9,4.66, ,                                                            
3067, ,,2012/2/22,,100,,J20100712GX7,3.964,511823.958,2548571.26,,禅城区,,,, ,XHS,5733936,消防栓,-0.71,4.674, ,                                                            
3068, ,,2011/7/18,,100,,J20110126GX5,8.842,508758.562,2546564.003,,禅城区,,,, ,XHS,5733937,消防栓,-0.77,9.612, ,                                                            
3070, ,,2012/4/10,,100,,J20120092GX10,4.163,510881.592,2547798.463,,禅城区,,,, ,XHS,5733939,消防栓,-0.64,4.803, ,                                                            
170, ,,,,100,,J660609J297,3.59,504140.25,2540536.1,,南庄区,,,,,XHS,5937888,消防栓,-1,4.59, ,                                                            
171, ,,,,100,,J659609J325,4.19,504168.23,2540405.18,,南庄区,,,,,XHS,5937889,消防栓,-1,5.19, ,                                                            
172, ,,,,100,,J657608J356,4.43,503894.87,2539947.29,,南庄区,,,,,XHS,5937890,消防栓,-0.8,5.23, ,                                                            
173, ,,,,100,,J665610J369,3.88,504368.7,2541677.75,,南庄区,,,,,XHS,5937891,消防栓,-0.7,4.58, ,                                                            
174, ,,,,100,,J665610J376,3.84,504431.86,2541786.25,,南庄区,,,,,XHS,5937892,消防栓,-0.7,4.54, ,                                                            
175, ,,,,100,,J665610J383,3.87,504506.26,2541974.88,,南庄区,,,,,XHS,5937893,消防栓,-0.7,4.57, ,                                                            
177, ,,,,100,,J656596J8,4.433,500913.023,2539866.867,,南庄区,,,,,XHS,5937895,消防栓,-0.7,5.133, ,                                                            
178, ,,,,100,,J656596J22,4.31,500786.81,2539851.03,,南庄区,,,,,XHS,5937896,消防栓,-0.7,5.01, ,                                                            
355, ,,,,100,,J655604J475,3.529,502994.016,2537140.459,,南庄区,,,,,XHS,5937898,消防栓,-0.7,4.229, ,                                                            
356, ,,,,100,,J655604J582,3.49,503235.69,2539192.613,,南庄区,,,,,XHS,5937899,消防栓,-0.7,4.19, ,                                                            
357, ,,,,100,,J655604J659,3.505,503442.582,2539186.066,,南庄区,,,,,XHS,5937900,消防栓,-0.7,4.205, ,                                                            
358, ,,,,100,,J655604J677,3.617,503438.118,2539277.215,,南庄区,,,,,XHS,5937901,消防栓,-0.7,4.317, ,                                                            
361, ,,,,100,,J655604J755,3.587,503215.725,2539420.94,,南庄区,,,,,XHS,5937903,消防栓,-0.7,4.287, ,                                                            
362, ,,,,100,,J655604J795,5.296,503229.173,2539715.223,,南庄区,,,,,XHS,5937904,消防栓,-0.7,5.996, ,                                                            
364, ,,,,100,,J684602J33,3.58,502044.02,2545307.88,,南庄区,,,,,XHS,5937906,消防栓,-0.75,4.33, ,                                                            
366, ,,,,100,,J684602J66,3.67,501792.22,2545186.71,,南庄区,,,,,XHS,5937907,消防栓,-1,4.67, ,                                                            
367, ,,,,100,,J684602J75,2.88,501764.24,2545422.69,,南庄区,,,,,XHS,5937908,消防栓,-1,3.88, ,                                                            
369, ,,,,100,,J684602J90,2.89,501729.69,2545712.34,,南庄区,,,,,XHS,5937910,消防栓,-0.8,3.69, ,                                                            
370, ,,,,100,,J684602J97,2.86,501729.29,2545871.34,,南庄区,,,,,XHS,5937911,消防栓,-0.8,3.66, ,                                                            
371, ,,,,100,,J684602J106,2.82,501694.72,2545996.12,,南庄区,,,,,XHS,5937912,消防栓,-0.8,3.62, ,                                                            
372, ,,,,100,,J684602J126,3.2,502399.36,2545322.4,,南庄区,,,,,XHS,5937913,消防栓,-0.75,3.95, ,                                                            
2870,2006-基建-0055,,2006/6/15,,100,,J2006JJ0055GX24,2.704,514791.835,2546233.136,,禅城区,,,, ,XHS,5733363,消防栓,-0.75,3.454, ,                                                            
2871,2006-基建-0055,,2006/6/15,,100,,J2006JJ0055GX33,2.478,514555.402,2546221.822,,禅城区,,,, ,XHS,5733364,消防栓,-0.75,3.228, ,                                                            
2063, ,,,,100,,JGX139,3.328,510332.58,2543888.588,,禅城区,,,, ,XHS,5733812,消防栓,-0.75,4.078, ,                                                            
2229, ,,2000/11/6,,0,,Jt10583,0,510799.517,2545136.705,,禅城区,,,,消防栓,XHS,5733365, ,0,2.4, ,                                                            
2230, ,,2004/12/15,,0,,Jt05236,0,510118.735,2545986.528,,禅城区,,,,消防栓,XHS,5733366, ,0,2.46, ,影荫二街办税大楼西侧道路                                    
2232, ,,,,40,,J714646JX283,1.047,513341.006,2551354.866,,禅城区,,,, ,XHS,5733367,消防栓,-1,2.047, ,                                                            
2235, ,,,,50,,J714645JX797,1.745,512983.786,2551492.184,,禅城区,,,, ,XHS,5733370,消防栓,-0.6,2.345, ,                                                            
,,,,,100,,JA2067,2.637,484741.08,2533664.801,,高明区,,,,,XHS,3580384,消火栓,1.15,1.487,镀锌,泰华路                                                      
,,,,,150,,JA2158,2.606,485025.096,2533538.085,,高明区,,,,,XHS,3580475,消火栓,-0.88,3.486,铸铁,丹霞路                                                      
,,,,,100,,JB1535,4.949,488770.678,2533022.012,,高明区,,,,,XHS,3582273,消火栓,-0.75,5.699,铸铁,文华路                                                      
,,,,,100,,JC688,3.333,487529.929,2532628.342,,高明区,,,,,XHS,3583239,消火栓,0.4,2.933,镀锌,月明街                                                      
,,,,,100,,JE15A,3.656,484841.409,2535076.376,,高明区,,,,,XHS,3584521,消火栓,-0.64,4.296,铸铁,丽江路                                                      
,,,,,100,,JE44,3.453,485401.91,2535291.044,,高明区,,,,,XHS,3584551,消火栓,-0.67,4.123,铸铁,丽江路                                                      
8, ,,,,100,,J69264411458,3.251,512775.119,2547100.233,,禅城区,,,, ,XHS,5731162,消防栓,0,3.251, ,三和街14号北侧                                              
301, ,,,,100,,J699634B32030,3.05,510354.187,2548429.944,,禅城区,,,, ,XHS,5731354,消防栓,0,3.05, ,白燕一街13号门口                                            
311, ,,,,100,,J69363661001,2.3,510814.397,2547157.36,,禅城区,,,, ,XHS,5731363,消防栓,0,2.3, ,体育一街8号对面马路边                                       
143, ,,,,100,,J70963365317,2.521,510017.15,2550368.492,,禅城区,,,, ,XHS,5731221,消防栓,0,2.521, ,                                                            
185, ,,,,100,,J70663411079,3.933,510313.025,2549876.085,,禅城区,,,, ,XHS,5731245,消防栓,0,3.933, ,佛罗路铁路新村3号西侧                                       
196, ,,,,100,,J70763912066,3.69,511371.864,2550123.438,,禅城区,,,, ,XHS,5731256,消防栓,0,3.69, ,文沙桥收费站宿舍东侧                                        
209, ,,,,100,,J7106361326,2.498,510626.974,2550727.123,,禅城区,,,, ,XHS,5731269,消防栓,0,2.498, ,工业路佛山照明北门口对面                                    
107, ,,,,50,,J70364351132,3.79,512485.063,2549338.172,,禅城区,,,, ,XHS,5731291,消防栓,0,3.79, ,鲤鱼沙村129号北侧                                           
240, ,,,,100,,J70863341014,3.426,509946.441,2550294.85,,禅城区,,,, ,XHS,5731313,消防栓,0,3.426, ,文昌路16号                                                  
22, ,,,,100,,J683594J136,4.626,501675.87,2545014.07,,南庄区,,,,,XHS,5937688,消防栓,-0.75,5.376, ,                                                            
23, ,,,,100,,J683594J142,4.135,501675.155,2545067.645,,南庄区,,,,,XHS,5937689,消防栓,-0.75,4.885, ,                                                            
3071, ,,2012/4/10,,100,,J20120092GX20,4.388,511149.696,2547816.904,,禅城区,,,, ,XHS,5733940,消防栓,-0.75,5.138, ,                                                            
3072, ,,2012/4/10,,100,,J20120092GX28,5.131,511266.723,2547865.812,,禅城区,,,, ,XHS,5733941,消防栓,-0.67,5.801, ,                                                            
3075, ,,2013/1/11,,100,,J20120707GX5,3.859,511239.301,2542174.459,,禅城区,,,, ,XHS,5733942,消防栓,-0.92,4.779, ,                                                            
3076, ,,,,100,,J2013WX0001GX4,2.221,511649.797,2548878.91,,禅城区,,,, ,XHS,5733943,消防栓,-0.68,2.901, ,                                                            
3078, ,,,,100,,J2013WX0003GX6,4.377,510822.451,2543159.487,,禅城区,,,, ,XHS,5733945,消防栓,-1,5.377, ,                                                            
3079, ,,,,100,,J2013WX0004GX6,3.262,506889.863,2548663.51,,禅城区,,,, ,XHS,5733946,消防栓,-0.7,3.962, ,                                                            
3080, ,,,,100,,J2013WX0005GX4,2.433,510391.48,2548333.619,,禅城区,,,, ,XHS,5733947,消防栓,-0.78,3.213, ,                                                            
3081, ,,,,100,,J2013WX0006GX4,2.378,512267.575,2548737.392,,禅城区,,,, ,XHS,5733948,消防栓,-0.72,3.098, ,                                                            
3082, ,,,,100,,J2013WX0007GX5,3.494,512585.346,2548758.477,,禅城区,,,, ,XHS,5733949,消防栓,-0.68,4.174, ,                                                            
3084, ,,,,100,,J2013WX0009GX4,4.763,509073.782,2544706.338,,禅城区,,,, ,XHS,5733951,消防栓,1.24,3.523, ,                                                            
3086, ,,,,100,,J2013WX0011GX4,7.078,507718.468,2544276.351,,禅城区,,,, ,XHS,5733952,消防栓,-0.8,7.878, ,                                                            
3087, ,,,,100,,J2013WX0012GX4,3.199,510710.338,2544995.252,,禅城区,,,, ,XHS,5733953,消防栓,-0.72,3.919, ,                                                            
2101, ,,,,100,,J2003SP0209GX24,3.376,505350.895,2548316.61,,禅城区,,,, ,XHS,5733954,消防栓,-0.7,4.076, ,                                                            
2103, ,,,,100,,J2003SP0257GX5,3.149,505416.572,2548369.149,,禅城区,,,, ,XHS,5733956,消防栓,-0.75,3.899, ,                                                            
2104, ,,,,100,,J2003SP0240GX4,2.529,511237.139,2551088.612,,禅城区,,,, ,XHS,5733957,消防栓,-0.75,3.279, ,                                                            
2105, ,,,,100,,J2004FC0002GX9,3.007,511144.83,2549154.692,,禅城区,,,, ,XHS,5733958,消防栓,-0.75,3.757, ,                                                            
2106, ,,,,100,,J2003SW476GX11,2.901,509674.806,2547359.669,,禅城区,,,, ,XHS,5733959,消防栓,-0.75,3.651, ,                                                            
842, ,,,,100,,J6736383358,4.126,511278.51,2543160.88,,禅城区,,,, ,XHS,5731952,消防栓,0,4.126, ,金澜路石头大疲乏路口                                        
1783, ,,2000/2/29,,0,,Jbq15933,0,514931.567,2543905.967,,禅城区,,,,消防栓,XHS,5732694, ,0,2.09, ,                                                            
1788, ,,2000/2/29,,0,,Jbq15615,0,514262.406,2543895.981,,禅城区,,,,消防栓,XHS,5732699, ,0,2.2, ,                                                            
374, ,,,,100,,J684602J155,2.94,502761.66,2545323.64,,南庄区,,,,,XHS,5937915,消防栓,-0.75,3.69, ,                                                            
375, ,,,,100,,J684602J165,4.48,502880.75,2545309.74,,南庄区,,,,,XHS,5937916,消防栓,-0.75,5.23, ,                                                            
376, ,,,,100,,J685602J16,2.73,501768.65,2546129.21,,南庄区,,,,,XHS,5937917,消防栓,-0.5,3.23, ,                                                            
2884,2006-普君-53,,2006/4/10,,100,,J2006PJ0053GX20,3.876,511957.095,2547787.266,,禅城区,,,, ,XHS,5733412,消防栓,-0.7,4.576, ,                                                            
